,выручка,дата_открытия
4564,159256999.636,Средний по возрасту
4565,144239193.385,Средний по возрасту
4566,142225199.391,Средний по возрасту
4567,140695504.994,Средний по возрасту
4568,142289074.784,Средний по возрасту
4569,148847095.848,Средний по возрасту
4570,142921132.23,Средний по возрасту
4571,162688807.537,Средний по возрасту
4572,68002699.335,Средний по возрасту
4573,74785597.072,Средний по возрасту
4574,82161563.954,Средний по возрасту
4575,81209347.205,Средний по возрасту
4576,83388412.325,Средний по возрасту
4577,73103631.488,Средний по возрасту
4578,63227488.242,Средний по возрасту
4579,68921200.69,Средний по возрасту
4580,82209089.374,Средний по возрасту
4581,89401687.01,Средний по возрасту
4582,77574770.334,Средний по возрасту
4583,90762547.609,Средний по возрасту
4584,153762118.896,Средний по возрасту
4585,163569611.246,Средний по возрасту
4586,191715919.843,Средний по возрасту
4587,182274988.293,Средний по возрасту
4588,188632438.084,Средний по возрасту
4589,172097801.232,Средний по возрасту
4590,168754241.817,Средний по возрасту
4591,169157675.972,Средний по возрасту
4592,180887334.32,Средний по возрасту
4593,196136912.603,Средний по возрасту
4594,203876253.391,Средний по возрасту
4595,245680465.514,Средний по возрасту
4596,65363381.587,Средний по возрасту
4597,74726267.784,Средний по возрасту
4598,82482737.454,Средний по возрасту
4599,81212661.226,Средний по возрасту
4600,79287586.221,Средний по возрасту
4601,73467782.283,Средний по возрасту
4602,76143309.277,Средний по возрасту
4603,74339520.705,Средний по возрасту
4604,78742231.826,Средний по возрасту
4605,82598056.964,Средний по возрасту
4606,80930073.547,Средний по возрасту
4607,90292283.375,Средний по возрасту
4608,140136411.153,Открыт давно
4609,143693006.242,Открыт давно
4610,162294807.136,Открыт давно
4611,153451607.496,Открыт давно
4612,151450857.17,Открыт давно
4613,135748963.558,Открыт давно
4614,128327263.174,Открыт давно
4615,129702446.216,Открыт давно
4616,137706183.473,Открыт давно
4617,156941355.229,Открыт давно
4618,162889093.234,Открыт давно
4619,188210956.89,Открыт давно
4620,117576859.296,Средний по возрасту
4621,124484343.508,Средний по возрасту
4622,137521968.549,Средний по возрасту
4623,133059850.056,Средний по возрасту
4624,135502594.491,Средний по возрасту
4625,122542430.972,Средний по возрасту
4626,121883805.546,Средний по возрасту
4627,120399275.108,Средний по возрасту
4628,132645063.795,Средний по возрасту
4629,139642250.036,Средний по возрасту
4630,140579135.23,Средний по возрасту
4631,161535933.168,Средний по возрасту
4632,171336886.01,Открыт давно
4633,172213892.372,Открыт давно
4634,193874299.948,Открыт давно
4635,181851179.761,Открыт давно
4636,180270190.109,Открыт давно
4637,153908744.202,Открыт давно
4638,147796569.755,Открыт давно
4639,147942200.302,Открыт давно
4640,172957774.336,Открыт давно
4641,186961183.296,Открыт давно
4642,187721642.872,Открыт давно
4643,218689320.446,Открыт давно
4644,136292026.372,Средний по возрасту
4645,149009392.641,Средний по возрасту
4646,162861409.804,Средний по возрасту
4647,155381985.612,Средний по возрасту
4648,155833033.939,Средний по возрасту
